unit_id,name,S,P,V,INC,TOUR_acc,TOUR_ski,z_pop,z_cars,z_cars_income,z_cars_income_tour,z,p_two,q_fdr,lisa,lisa_p,border_band,dist_no_km,dist_fi_km
SE_1784,Arvika,25682.0,15,15514.0,331.3,42.0,1.0,0.896,0.728,0.517,0.176,0.176,0.7819747749056718,0.9927053949436064,ns,0.513,Norway,0.0,344.406
SE_2418,Malå,2990.0,3,1801.0,328.1,10.0,5.0,0.13,0.301,0.394,0.181,0.181,0.879219323701204,0.9927053949436064,ns,0.072,interior,152.325,204.626
SE_1981,Sala,22853.0,11,12458.0,327.6,17.0,2.0,0.39,0.405,0.096,0.182,0.182,0.938235088880705,0.9927053949436064,ns,0.333,interior,199.797,133.284
SE_0382,Östhammar,22172.0,11,12550.0,344.2,29.0,1.0,0.394,0.349,0.43,0.192,0.192,0.8892353583206146,0.9927053949436064,ns,0.953,interior,283.403,13.024
SE_1764,Grums,9057.0,6,5234.0,321.4,7.0,1.0,0.119,0.202,-0.002,0.199,0.199,0.8027954273297305,0.9927053949436064,ns,0.303,interior,53.688,346.316
SE_2182,Söderhamn,24858.0,14,13770.0,313.3,24.0,1.0,0.804,0.804,0.15,0.203,0.203,0.8187860846705672,0.9927053949436064,ns,0.257,interior,199.935,133.678
SE_1730,Eda,8499.0,6,5250.0,323.5,8.0,4.0,0.31,0.319,0.167,0.213,0.213,0.8985788611729436,0.9927053949436064,ns,0.508,Norway,0.0,370.768
SE_0685,Vetlanda,27498.0,13,15652.0,332.4,13.0,3.0,0.385,0.275,-0.025,0.217,0.217,0.7423957103604133,0.9927053949436064,ns,0.571,interior,238.236,357.002
SE_2083,Hedemora,15345.0,10,9365.0,322.6,19.0,3.0,0.654,0.581,0.283,0.226,0.226,0.8379680294506983,0.9927053949436064,ns,0.328,interior,169.969,151.192
SE_1214,Svalöv,14544.0,6,8351.0,344.1,3.0,0.0,-0.357,-0.382,-0.353,0.231,0.231,0.8740639389108906,0.9927053949436064,ns,0.825,interior,324.177,576.265
SE_2584,Kiruna,22433.0,12,13806.0,407.8,213.0,16.0,0.581,0.393,1.776,0.237,0.237,0.8336612245501867,0.9927053949436064,ns,0.216,Norway,0.0,0.0
SE_0684,Sävsjö,11668.0,7,6582.0,319.6,7.0,1.0,0.193,0.273,-0.025,0.263,0.263,0.8134613138643928,0.9927053949436064,ns,0.053,interior,227.121,400.413
SE_0761,Lessebo,8342.0,6,4222.0,305.0,11.0,1.0,0.319,0.615,0.2,0.266,0.266,0.8452559389345379,0.9927053949436064,HH,0.004,interior,309.594,415.607
SE_0120,Värmdö,46637.0,11,19957.0,415.1,37.0,0.0,-0.696,-0.502,0.782,0.281,0.281,0.8179762646694222,0.9927053949436064,ns,0.059,interior,338.852,50.864
SE_1488,Trollhättan,59073.0,16,28603.0,342.9,9.0,0.0,-0.116,-0.158,-0.545,0.286,0.286,0.8487838360682276,0.9927053949436064,ns,0.663,interior,71.877,435.203
SE_1291,Simrishamn,18962.0,14,11108.0,308.9,49.0,0.0,1.282,1.28,0.697,0.298,0.298,0.8067458428857224,0.9927053949436064,ns,0.53,interior,380.357,566.185
SE_0360,Tierp,21193.0,11,11230.0,320.1,17.0,0.0,0.485,0.576,0.149,0.298,0.298,0.832595186355667,0.9927053949436064,ns,0.631,interior,252.482,55.704
SE_1260,Bjuv,15968.0,6,8854.0,326.6,0.0,0.0,-0.591,-0.596,-0.964,0.298,0.298,0.7070774899175332,0.9927053949436064,ns,0.616,interior,318.332,581.893
SE_1494,Lidköping,40539.0,16,23112.0,355.5,24.0,0.0,0.352,0.127,0.282,0.31,0.31,0.6762428231767147,0.9927053949436064,ns,0.392,interior,71.45,366.002
SE_1482,Kungälv,49785.0,12,26021.0,402.3,12.0,0.0,-0.644,-0.838,0.088,0.312,0.312,0.736122873387297,0.9927053949436064,ns,0.397,interior,98.877,474.068
SE_2462,Vilhelmina,6263.0,8,4114.0,305.9,57.0,8.0,1.272,1.299,0.979,0.322,0.322,0.7603362160352133,0.9927053949436064,ns,0.171,Norway,0.0,197.185
SE_0840,Mörbylånga,16144.0,10,9857.0,349.4,45.0,0.0,0.643,0.557,0.842,0.322,0.322,0.8218211572321688,0.9927053949436064,ns,0.698,interior,375.631,394.914
SE_0881,Nybro,20145.0,12,11540.0,311.2,14.0,4.0,0.794,0.78,0.142,0.326,0.326,0.8183745885781382,0.9927053949436064,ns,0.127,interior,316.762,384.776
SE_1382,Falkenberg,47108.0,21,26368.0,336.5,38.0,1.0,0.908,0.724,0.479,0.343,0.343,0.6535935699993131,0.9927053949436064,ns,0.203,interior,191.051,491.413
SE_0686,Eksjö,17750.0,10,9447.0,335.0,18.0,2.0,0.344,0.452,0.411,0.346,0.346,0.6444846687520273,0.9927053949436064,ns,0.883,interior,231.66,350.195
SE_2514,Kalix,15547.0,10,9713.0,330.6,20.0,1.0,0.656,0.54,0.41,0.349,0.349,0.7625197335199535,0.9927053949436064,ns,0.308,interior,261.896,22.473
SE_1984,Arboga,14002.0,8,7622.0,322.9,7.0,1.0,0.193,0.295,0.023,0.351,0.351,0.6911731015137021,0.9927053949436064,ns,0.095,interior,191.143,203.019
SE_1443,Bollebygd,9733.0,4,5497.0,382.5,2.0,1.0,-0.611,-0.551,0.089,0.354,0.354,0.7550846174646035,0.9927053949436064,ns,0.167,interior,130.881,454.594
SE_2422,Sorsele,2387.0,4,1546.0,318.2,52.0,4.0,0.791,0.939,0.97,0.363,0.363,0.7130282420865967,0.9927053949436064,ns,0.062,Norway,0.0,230.337
SE_1472,Tibro,11332.0,6,6415.0,331.5,2.0,0.0,-0.225,-0.172,-0.287,0.368,0.368,0.6108946193457799,0.9927053949436064,HL,0.034,interior,149.239,333.692
SE_1471,Götene,13218.0,8,8157.0,347.5,15.0,2.0,0.334,0.257,0.466,0.388,0.388,0.7253048915339049,0.9927053949436064,ns,0.627,interior,99.236,357.389
SE_0860,Hultsfred,13883.0,11,7717.0,300.7,20.0,4.0,0.998,1.131,0.451,0.401,0.401,0.6626373365588973,0.9927053949436064,ns,0.882,interior,275.639,337.877
SE_1883,Karlskoga,30261.0,11,16586.0,347.1,8.0,0.0,-0.003,-0.097,-0.131,0.406,0.406,0.7868229573645331,0.9927053949436064,HL,0.047,interior,123.842,263.671
SE_1419,Tjörn,16146.0,8,9579.0,382.4,33.0,0.0,0.142,0.072,0.872,0.414,0.414,0.776791520013661,0.9927053949436064,ns,0.758,interior,87.369,486.94
SE_1257,Örkelljunga,10433.0,7,6064.0,314.9,4.0,0.0,0.201,0.257,-0.118,0.415,0.415,0.5831758592215932,0.9927053949436064,ns,0.879,interior,295.847,533.396
SE_2521,Pajala,5871.0,6,3708.0,316.0,16.0,0.0,0.639,0.697,0.531,0.42,0.42,0.6493695678803194,0.9927053949436064,ns,0.691,Finland,53.066,0.0
SE_0381,Enköping,48292.0,16,24893.0,354.1,14.0,2.0,0.131,0.042,0.107,0.427,0.427,0.6536634314938026,0.9927053949436064,ns,0.208,interior,238.192,108.917
SE_1262,Lomma,24627.0,5,12158.0,461.3,3.0,0.0,-1.401,-1.374,0.189,0.44,0.44,0.6375135051963552,0.9927053949436064,ns,0.395,interior,358.948,608.023
SE_2401,Nordmaling,7033.0,6,4217.0,328.4,8.0,1.0,0.297,0.38,0.37,0.446,0.446,0.5244076689994778,0.9927053949436064,ns,0.468,interior,231.873,47.386
SE_1384,Kungsbacka,85653.0,16,45672.0,419.0,12.0,0.0,-0.703,-1.115,0.058,0.461,0.461,0.7248374885138,0.9927053949436064,ns,0.107,interior,148.103,495.413
SE_1860,Laxå,5497.0,6,3296.0,309.1,17.0,1.0,0.75,0.894,0.652,0.498,0.498,0.6235982007931185,0.9927053949436064,ns,0.535,interior,143.969,279.345
SE_0665,Vaggeryd,14811.0,9,8231.0,360.4,42.0,1.0,0.461,0.54,1.049,0.502,0.502,0.645722441005244,0.9927053949436064,ns,0.489,interior,192.411,407.869
SE_2513,Överkalix,3162.0,5,2120.0,298.7,16.0,1.0,0.907,0.991,0.682,0.51,0.51,0.5708205387807854,0.9927053949436064,ns,0.535,interior,193.347,19.524
SE_0191,Sigtuna,52529.0,16,20776.0,349.9,27.0,1.0,0.046,0.465,0.605,0.528,0.528,0.6364007600609334,0.9927053949436064,ns,0.374,interior,287.436,83.289
SE_1470,Vara,16066.0,9,10033.0,328.2,5.0,0.0,0.364,0.223,-0.031,0.577,0.577,0.6054044429129657,0.9927053949436064,ns,0.908,interior,89.594,396.203
SE_1292,Ängelholm,44866.0,16,25062.0,358.8,16.0,0.0,0.303,0.087,0.296,0.591,0.591,0.5950056814242979,0.9927053949436064,ns,0.24,interior,289.907,555.681
SE_2260,Ånge,9109.0,8,5571.0,320.0,21.0,2.0,0.899,0.946,0.794,0.598,0.598,0.6430610602422195,0.9927053949436064,HH,0.041,interior,130.442,216.915
SE_1230,Staffanstorp,27152.0,7,13539.0,403.3,2.0,0.0,-0.951,-0.929,-0.019,0.606,0.606,0.5145878323856073,0.9927053949436064,ns,0.508,interior,366.159,607.944
SE_2481,Lycksele,12213.0,9,7211.0,337.8,17.0,3.0,0.615,0.644,0.753,0.608,0.608,0.48532291093294466,0.9927053949436064,ns,0.537,interior,156.428,117.203
SE_1463,Mark,35287.0,14,20558.0,342.2,7.0,0.0,0.285,0.055,-0.14,0.623,0.623,0.5376132255882137,0.9927053949436064,ns,0.464,interior,146.664,466.902
SE_2021,Vansbro,6728.0,7,4444.0,313.2,7.0,2.0,0.76,0.739,0.48,0.633,0.633,0.4594180707512726,0.9927053949436064,ns,0.321,interior,71.223,248.177
SE_1737,Torsby,11387.0,14,7786.0,325.6,132.0,39.0,1.951,1.828,1.897,0.636,0.636,0.4741444274015752,0.9927053949436064,ns,0.925,Norway,0.0,303.918
SE_2417,Norsjö,3924.0,4,2414.0,323.1,3.0,2.0,0.366,0.498,0.505,0.639,0.639,0.5632091466269895,0.9927053949436064,ns,0.108,interior,202.616,144.775
SE_1263,Svedala,23470.0,6,12067.0,393.9,1.0,0.0,-0.91,-0.902,-0.136,0.643,0.643,0.6271199664921154,0.9927053949436064,ns,0.162,interior,377.144,613.866
SE_0583,Motala,43728.0,19,22941.0,332.2,26.0,0.0,0.852,0.824,0.53,0.651,0.651,0.5677442812091118,0.9927053949436064,ns,0.735,interior,179.402,265.707
SE_0305,Håbo,22974.0,8,11930.0,392.5,5.0,2.0,-0.45,-0.419,0.436,0.655,0.655,0.49389923498252486,0.9927053949436064,ns,0.638,interior,277.416,104.107
SE_2262,Timrå,17540.0,10,10367.0,348.6,13.0,0.0,0.413,0.348,0.562,0.667,0.667,0.4745243549050976,0.9927053949436064,ns,0.109,interior,204.778,160.9
SE_0512,Ydre,3637.0,4,2165.0,327.5,8.0,2.0,0.481,0.666,0.764,0.678,0.678,0.5672943869759354,0.9927053949436064,ns,0.655,interior,221.26,332.708
SE_0581,Norrköping,145163.0,41,65825.0,342.5,56.0,6.0,1.092,1.081,0.853,0.697,0.697,0.4744768875354845,0.9927053949436064,ns,0.948,interior,227.468,216.557
SE_1765,Årjäng,9893.0,9,6397.0,343.0,30.0,1.0,0.881,0.823,1.082,0.697,0.697,0.4214086468629064,0.9927053949436064,ns,0.683,Norway,0.0,383.266
SE_0513,Kinda,9992.0,8,5797.0,339.7,26.0,3.0,0.744,0.847,1.057,0.7,0.7,0.5441202427957014,0.9927053949436064,ns,0.94,interior,236.684,295.339
SE_0861,Mönsterås,13134.0,8,7623.0,333.0,6.0,0.0,0.344,0.368,0.32,0.71,0.71,0.502240736942181,0.9927053949436064,ns,0.893,interior,324.913,356.802
SE_1273,Osby,13106.0,10,7400.0,317.6,15.0,0.0,0.823,0.926,0.643,0.724,0.724,0.44407910292170544,0.9927053949436064,ns,0.935,interior,301.355,492.133
SE_0767,Markaryd,10076.0,8,5918.0,319.8,8.0,0.0,0.609,0.681,0.472,0.73,0.73,0.43001661939837926,0.9927053949436064,ns,0.217,interior,273.21,504.214
SE_1082,Karlshamn,31996.0,21,17412.0,332.1,110.0,0.0,1.608,1.658,1.722,0.731,0.731,0.43123319081800293,0.9927053949436064,ns,0.698,interior,332.685,482.535
SE_1881,Kumla,22516.0,9,12203.0,353.3,3.0,1.0,-0.077,-0.085,0.105,0.743,0.743,0.5175425582499315,0.9927053949436064,ns,0.742,interior,174.346,245.891
SE_1499,Falköping,32991.0,17,18396.0,334.3,21.0,5.0,0.94,0.869,0.73,0.743,0.743,0.4635745102855069,0.9927053949436064,ns,0.118,interior,122.418,368.187
SE_0683,Värnamo,34601.0,15,19731.0,361.8,17.0,1.0,0.439,0.267,0.664,0.769,0.769,0.3933877935096039,0.9927053949436064,HH,0.032,interior,219.655,422.573
SE_1980,Västerås,159662.0,36,73273.0,357.8,21.0,5.0,0.448,0.29,0.163,0.782,0.782,0.4018114832575661,0.9927053949436064,ns,0.197,interior,213.887,144.866
SE_2581,Piteå,42344.0,19,25541.0,363.0,30.0,2.0,0.806,0.487,0.956,0.792,0.792,0.38932132148985993,0.9927053949436064,ns,0.655,interior,209.881,106.711
SE_1462,Lilla Edet,14426.0,7,7964.0,351.4,4.0,0.0,0.039,0.103,0.364,0.826,0.826,0.5244755650775254,0.9927053949436064,ns,0.633,interior,72.15,454.097
SE_1315,Hylte,10299.0,8,5744.0,327.9,9.0,0.0,0.556,0.701,0.664,0.83,0.83,0.3574645283523823,0.9927053949436064,HH,0.041,interior,218.199,479.862
SE_2326,Berg,7140.0,10,4590.0,304.8,35.0,22.0,1.69,1.752,1.437,0.832,0.832,0.4131531886257841,0.9927053949436064,ns,0.557,Norway,0.0,296.557
SE_1380,Halmstad,105796.0,32,52763.0,342.7,26.0,1.0,0.864,0.688,0.344,0.833,0.833,0.39917013594407214,0.9927053949436064,ns,0.147,interior,230.44,510.777
SE_2480,Umeå,133091.0,36,58378.0,356.2,52.0,5.0,0.782,0.839,1.081,0.834,0.834,0.36168555052164614,0.9927053949436064,ns,0.894,interior,273.57,22.097
SE_1447,Gullspång,5119.0,6,3018.0,293.2,5.0,0.0,0.838,1.02,0.515,0.838,0.838,0.41087050340199927,0.9927053949436064,ns,0.954,interior,102.81,307.675
SE_1485,Uddevalla,57045.0,21,30401.0,346.2,20.0,1.0,0.721,0.57,0.528,0.839,0.839,0.4689265146100796,0.9927053949436064,ns,0.637,interior,50.612,449.489
SE_0580,Linköping,167404.0,38,70268.0,353.6,36.0,1.0,0.563,0.627,0.561,0.858,0.858,0.3876682717121784,0.9927053949436064,ns,0.246,interior,214.048,267.862
SE_1481,Mölndal,70534.0,14,32950.0,418.0,6.0,0.0,-0.872,-0.97,0.247,0.863,0.863,0.32628604900244274,0.9927053949436064,ns,0.179,interior,136.195,495.21
SE_0760,Uppvidinge,9263.0,8,5249.0,322.3,17.0,0.0,0.872,1.033,0.953,0.864,0.864,0.46392155396738416,0.9927053949436064,ns,0.125,interior,276.865,389.267
SE_0480,Nyköping,58200.0,23,29462.0,343.8,32.0,3.0,0.921,0.9,0.923,0.865,0.865,0.411440830211589,0.9927053949436064,ns,0.083,interior,255.507,175.454
SE_1982,Fagersta,13222.0,9,6762.0,324.5,7.0,1.0,0.492,0.729,0.591,0.876,0.876,0.32344097755499934,0.9927053949436064,ns,0.381,interior,176.779,173.111
SE_2505,Arvidsjaur,6113.0,7,3899.0,337.7,17.0,4.0,0.885,0.937,1.165,0.888,0.888,0.3261328530352848,0.9927053949436064,ns,0.695,interior,139.93,161.858
SE_0486,Strängnäs,38917.0,15,20706.0,365.2,14.0,0.0,0.289,0.21,0.665,0.913,0.913,0.3431283273926543,0.9927053949436064,ns,0.624,interior,245.465,137.298
SE_2062,Mora,20536.0,16,13589.0,338.2,34.0,7.0,1.44,1.193,1.329,0.942,0.942,0.29659064117640943,0.9927053949436064,ns,0.449,interior,44.563,238.15
SE_0331,Heby,14343.0,11,7980.0,316.2,11.0,0.0,0.899,1.017,0.693,0.952,0.952,0.2918825529107059,0.9927053949436064,ns,0.83,interior,227.696,97.247
SE_2313,Strömsund,11113.0,14,7026.0,295.9,46.0,8.0,2.045,2.076,1.46,0.959,0.959,0.3348385592174089,0.9927053949436064,ns,0.898,Norway,0.0,206.166
SE_1401,Härryda,39875.0,10,18730.0,430.4,10.0,1.0,-0.648,-0.585,0.932,0.967,0.967,0.38960214943116994,0.9927053949436064,HH,0.038,interior,134.253,477.207
SE_0509,Ödeshög,5279.0,6,3163.0,325.0,8.0,0.0,0.734,0.884,0.92,0.98,0.98,0.2961897310688812,0.9927053949436064,ns,0.699,interior,177.402,326.028
SE_1435,Tanum,12865.0,11,8037.0,337.7,35.0,0.0,1.228,1.192,1.393,0.994,0.994,0.38256545238861306,0.9927053949436064,ns,0.067,Norway,0.0,448.201
SE_0834,Torsås,7002.0,7,4410.0,309.4,4.0,0.0,0.83,0.875,0.56,1.006,1.006,0.33136944308058003,0.9927053949436064,ns,0.384,interior,360.053,434.799
SE_2404,Vindeln,5461.0,7,3144.0,320.3,15.0,3.0,0.995,1.214,1.211,1.006,1.006,0.2597778248837138,0.9927053949436064,ns,0.673,interior,232.093,91.662
SE_2284,Örnsköldsvik,55478.0,30,32328.0,352.7,141.0,9.0,1.892,1.656,2.304,1.021,1.021,0.32210036076992504,0.9927053949436064,ns,0.689,interior,152.048,68.72
SE_0765,Älmhult,17932.0,10,9200.0,357.0,15.0,1.0,0.45,0.627,1.086,1.026,1.026,0.32465158192409427,0.9927053949436064,ns,0.108,interior,282.663,474.179
SE_2523,Gällivare,17330.0,11,10952.0,408.6,65.0,9.0,0.74,0.582,1.979,1.057,1.057,0.30987238061149747,0.9927053949436064,ns,0.399,Norway,0.0,63.232
SE_2361,Härjedalen,10145.0,15,6745.0,321.5,104.0,84.0,2.335,2.314,2.413,1.081,1.081,0.23927793832244015,0.9927053949436064,ns,0.479,Norway,0.0,275.672
SE_0160,Täby,76738.0,12,32135.0,464.9,5.0,1.0,-1.311,-1.267,0.714,1.082,1.082,0.25286286633303373,0.9927053949436064,HL,0.008,interior,314.664,100.831
SE_1441,Lerum,43706.0,11,21069.0,420.9,7.0,0.0,-0.596,-0.597,0.769,1.084,1.084,0.3067369303805696,0.9927053949436064,ns,0.58,interior,110.873,465.426
SE_2309,Krokom,15595.0,12,9854.0,361.0,31.0,6.0,1.125,1.017,1.652,1.18,1.18,0.2540263762375526,0.9927053949436064,ns,0.574,Norway,0.0,281.699
SE_0115,Vallentuna,35076.0,9,16617.0,417.3,3.0,0.0,-0.698,-0.624,0.632,1.188,1.188,0.27730456690996225,0.9927053949436064,ns,0.579,interior,312.313,77.784
SE_2080,Falun,59986.0,25,32339.0,358.3,34.0,13.0,1.173,1.026,1.558,1.217,1.217,0.26766506553376274,0.9927053949436064,ns,0.437,interior,141.851,158.928
SE_0680,Jönköping,146161.0,45,72321.0,356.0,76.0,2.0,1.453,1.258,1.714,1.248,1.248,0.23563472115593398,0.9927053949436064,HL,0.048,interior,169.645,355.376
SE_1415,Stenungsund,27862.0,11,14953.0,401.4,9.0,0.0,0.01,-0.024,1.123,1.287,1.287,0.19198883311159412,0.9927053949436064,ns,0.773,interior,82.398,471.829
SE_1490,Borås,114592.0,35,54268.0,342.5,24.0,0.0,0.996,0.938,0.711,1.333,1.333,0.1700186991601834,0.9927053949436064,ns,0.802,interior,130.27,435.652
SE_2421,Storuman,5621.0,9,3576.0,318.0,30.0,14.0,1.766,1.888,1.912,1.359,1.359,0.20065659177952283,0.9927053949436064,ns,0.128,Norway,0.0,219.105
SE_0880,Kalmar,72304.0,25,36337.0,346.9,15.0,0.0,0.805,0.724,0.71,1.37,1.37,0.18935898057419526,0.9927053949436064,ns,0.232,interior,348.453,386.014
SE_1882,Askersund,11478.0,11,7268.0,335.9,16.0,0.0,1.268,1.236,1.417,1.379,1.379,0.15802154180071645,0.9927053949436064,ns,0.821,interior,166.372,263.808
SE_1285,Eslöv,34775.0,14,17754.0,342.1,2.0,0.0,0.278,0.308,0.233,1.471,1.471,0.13165140101361156,0.9927053949436064,ns,0.874,interior,337.614,576.007
SE_0781,Ljungby,28304.0,21,16428.0,340.6,72.0,2.0,1.898,1.868,2.259,1.497,1.497,0.1496122563332537,0.9927053949436064,HH,0.013,interior,241.952,459.194
SE_2510,Jokkmokk,4728.0,9,2841.0,329.0,67.0,6.0,1.858,2.094,2.367,1.555,1.555,0.10445752255731044,0.9927053949436064,ns,0.17,Norway,0.0,106.651
SE_2023,Malung-Sälen,10260.0,17,7029.0,335.7,142.0,149.0,2.795,2.746,3.277,1.62,1.62,0.09928643004394377,0.9927053949436064,ns,0.851,Norway,0.0,283.042
SE_2506,Arjeplog,2609.0,7,1719.0,329.0,37.0,4.0,1.789,1.968,2.248,1.65,1.65,0.06878914544362898,0.9927053949436064,HH,0.038,Norway,0.0,208.212
SE_0662,Gislaved,29014.0,19,16594.0,349.2,22.0,7.0,1.419,1.372,1.832,1.653,1.653,0.08013444851169964,0.9927053949436064,ns,0.745,interior,191.806,425.663
SE_2180,Gävle,103532.0,34,47944.0,347.7,30.0,1.0,1.158,1.208,1.387,1.655,1.655,0.11515652802501572,0.9927053949436064,ns,0.404,interior,219.045,98.308
SE_0763,Tingsryd,12155.0,16,7398.0,308.0,44.0,0.0,2.26,2.361,2.113,1.669,1.669,0.07540868377356935,0.9927053949436064,ns,0.212,interior,309.495,443.098
SE_1480,Göteborg,604616.0,91,198058.0,363.9,107.0,1.0,1.009,1.408,2.194,1.842,1.842,0.06134297058539624,0.9927053949436064,ns,0.367,interior,115.825,482.631
SE_0764,Alvesta,20040.0,16,11021.0,329.6,16.0,1.0,1.638,1.777,1.883,1.981,1.981,0.06284024735264877,0.9927053949436064,HH,0.003,interior,252.665,434.616
SE_0780,Växjö,97574.0,37,45649.0,346.4,34.0,0.0,1.504,1.591,1.948,2.119,2.119,0.030923192533425382,0.9927053949436064,HH,0.025,interior,256.931,408.832
SE_1493,Mariestad,24647.0,19,14192.0,343.3,30.0,0.0,1.848,1.866,2.342,2.12,2.12,0.04628634038750115,0.9927053949436064,ns,0.872,interior,94.887,322.821
SE_1290,Kristianstad,86560.0,40,45065.0,333.7,41.0,3.0,2.09,2.013,2.097,2.138,2.138,0.03816839177643977,0.9927053949436064,HL,0.043,interior,332.284,509.992
SE_0586,Mjölby,28576.0,17,15634.0,355.3,6.0,0.0,1.235,1.266,1.849,2.491,2.491,0.017119627095655864,0.9927053949436064,ns,0.871,interior,194.471,299.17
SE_2281,Sundsvall,99213.0,44,51157.0,363.2,44.0,9.0,2.142,2.051,3.347,3.039,3.039,0.0024563790540893557,0.3561749628429566,ns,0.593,interior,181.599,172.787
